Niters,ExcTime,GNorm
3.81000000e+02,5.22995138e+00,9.94926162e-09
3.81000000e+02,4.62324119e+00,9.67539673e-09
3.81000000e+02,5.80268025e+00,9.89745513e-09
3.81000000e+02,4.56929779e+00,9.61512090e-09
3.81000000e+02,4.54219413e+00,9.59580761e-09
3.82000000e+02,4.54375958e+00,9.52565355e-09
3.81000000e+02,4.66603851e+00,9.83571901e-09
3.81000000e+02,4.60725784e+00,9.67894407e-09
3.81000000e+02,4.53121710e+00,9.90838122e-09
3.81000000e+02,4.62980962e+00,9.79288996e-09
3.81000000e+02,4.62254643e+00,9.66184867e-09
3.81000000e+02,4.66279531e+00,9.79122544e-09
3.81000000e+02,4.57739305e+00,9.72270226e-09
3.81000000e+02,4.69721723e+00,9.53304713e-09
3.81000000e+02,4.66919303e+00,9.51208118e-09
3.80000000e+02,5.57748437e+00,9.69716285e-09
3.81000000e+02,4.56185055e+00,9.37346940e-09
3.81000000e+02,4.50079799e+00,9.92050080e-09
3.81000000e+02,4.55304480e+00,9.66434533e-09
3.81000000e+02,4.63728476e+00,9.59291746e-09
3.81000000e+02,4.55056071e+00,9.92384462e-09
3.82000000e+02,4.61918211e+00,9.44123293e-09
3.81000000e+02,4.62788057e+00,9.98467509e-09
3.81000000e+02,4.55868340e+00,9.52364956e-09
3.81000000e+02,4.58329582e+00,9.93219436e-09
3.81000000e+02,5.71909547e+00,9.93408621e-09
3.82000000e+02,4.75259018e+00,9.51738511e-09
3.81000000e+02,4.66493320e+00,9.66219737e-09
3.81000000e+02,4.59359312e+00,9.56256536e-09
3.81000000e+02,4.86711073e+00,9.75497981e-09
