Niters,ExcTime,GNorm
1.14500000e+03,1.46969471e+01,9.81877127e-09
1.14200000e+03,1.39221289e+01,9.85218714e-09
1.14300000e+03,1.53146019e+01,9.97370823e-09
1.14200000e+03,1.40418305e+01,9.89407343e-09
1.14300000e+03,1.41609273e+01,9.84346849e-09
1.14400000e+03,1.48738375e+01,9.85012756e-09
1.14300000e+03,1.59167833e+01,9.99166597e-09
1.14200000e+03,1.41717801e+01,9.84895997e-09
1.14600000e+03,1.43155794e+01,9.81498852e-09
1.14300000e+03,1.41136851e+01,9.95558538e-09
1.14200000e+03,1.39542105e+01,9.96485698e-09
1.14300000e+03,1.41159437e+01,9.89651910e-09
1.14200000e+03,1.36674886e+01,9.94941797e-09
1.14200000e+03,1.41522453e+01,9.86049725e-09
1.14200000e+03,1.40254133e+01,9.95276809e-09
1.13900000e+03,1.43550062e+01,9.81539066e-09
1.14100000e+03,1.40607951e+01,9.95368358e-09
1.14400000e+03,1.41180511e+01,9.94266979e-09
1.14200000e+03,1.41431408e+01,9.82757893e-09
1.14400000e+03,1.40070188e+01,9.85475850e-09
1.14500000e+03,1.41020803e+01,9.81307162e-09
1.14500000e+03,1.44170387e+01,9.87051004e-09
1.14200000e+03,1.40766826e+01,9.96276423e-09
1.14200000e+03,1.48989797e+01,9.81956573e-09
1.14400000e+03,1.57661860e+01,9.93551520e-09
1.14400000e+03,1.37415247e+01,9.89069976e-09
1.14400000e+03,1.85500798e+01,9.95629279e-09
1.14200000e+03,1.39694896e+01,9.98673882e-09
1.14300000e+03,1.57293499e+01,9.86471173e-09
1.14300000e+03,1.41179886e+01,9.97438544e-09
