Niters,ExcTime,GNorm
1.00000000e+03,3.59482765e-02,3.46900585e-08
1.00000000e+03,3.57363224e-02,5.39243901e-08
1.00000000e+03,3.57744694e-02,2.73682007e-08
1.00000000e+03,3.58784199e-02,4.21657200e-08
1.00000000e+03,3.56492996e-02,4.46598097e-08
1.00000000e+03,3.56955528e-02,3.68088419e-08
1.00000000e+03,3.59089375e-02,3.58637756e-08
1.00000000e+03,3.57546806e-02,4.17876908e-08
1.00000000e+03,3.55362892e-02,3.98695681e-08
1.00000000e+03,3.58738899e-02,4.54888468e-08
1.00000000e+03,3.55970860e-02,4.37571787e-08
1.00000000e+03,3.56004238e-02,4.57392636e-08
1.00000000e+03,3.56376171e-02,3.84004596e-08
1.00000000e+03,3.57015133e-02,4.05875429e-08
1.00000000e+03,3.56092453e-02,3.14346043e-08
1.00000000e+03,3.58505249e-02,3.95519194e-08
1.00000000e+03,3.59442234e-02,3.83250037e-08
1.00000000e+03,3.57644558e-02,4.48388183e-08
1.00000000e+03,3.57654095e-02,3.21650579e-08
1.00000000e+03,3.55837345e-02,4.16072692e-08
1.00000000e+03,3.56698036e-02,3.84280644e-08
1.00000000e+03,3.58216763e-02,4.21277670e-08
1.00000000e+03,3.72185707e-02,4.50925492e-08
1.00000000e+03,3.58154774e-02,4.13466721e-08
1.00000000e+03,3.56862545e-02,4.80499331e-08
1.00000000e+03,3.57687473e-02,4.22949879e-08
1.00000000e+03,3.57706547e-02,3.86493719e-08
1.00000000e+03,3.55293751e-02,4.73241695e-08
1.00000000e+03,3.56523991e-02,3.45890868e-08
1.00000000e+03,3.55572701e-02,3.44917908e-08
