Niters,ExcTime,GNorm
1.14400000e+03,1.45019619e+01,9.97912353e-09
1.14200000e+03,1.39114466e+01,9.82426485e-09
1.14300000e+03,1.44081998e+01,9.94838078e-09
1.14200000e+03,1.40899436e+01,9.87305011e-09
1.14300000e+03,1.46836805e+01,9.81619023e-09
1.14400000e+03,1.41945384e+01,9.81338395e-09
1.14300000e+03,1.41630476e+01,9.99006770e-09
1.14200000e+03,1.42314894e+01,9.83936491e-09
1.14500000e+03,1.40755539e+01,9.98500557e-09
1.14300000e+03,1.42945664e+01,9.94937996e-09
1.14200000e+03,1.41426523e+01,9.92108249e-09
1.14300000e+03,1.42708757e+01,9.87649470e-09
1.14200000e+03,1.42788627e+01,9.95118404e-09
1.14200000e+03,1.40511975e+01,9.83764035e-09
1.14200000e+03,1.41920061e+01,9.91352983e-09
1.13800000e+03,1.41942496e+01,9.97983773e-09
1.14100000e+03,1.44525220e+01,9.94555339e-09
1.14400000e+03,1.40489073e+01,9.90924820e-09
1.14200000e+03,1.42807312e+01,9.81961719e-09
1.14400000e+03,1.39853718e+01,9.83268735e-09
1.14400000e+03,1.38504543e+01,9.99832840e-09
1.14500000e+03,1.40013254e+01,9.85170519e-09
1.14200000e+03,1.38383286e+01,9.94291760e-09
1.14100000e+03,1.43634593e+01,9.98704436e-09
1.14400000e+03,1.42919891e+01,9.91206372e-09
1.14400000e+03,1.41175542e+01,9.84276194e-09
1.14400000e+03,1.39999237e+01,9.93753572e-09
1.14200000e+03,1.41543076e+01,9.96348037e-09
1.14300000e+03,1.59197695e+01,9.83052884e-09
1.14300000e+03,1.39960887e+01,9.94758011e-09
