Niters,ExcTime,GNorm
1.33100000e+03,1.08289480e-01,9.92116847e-09
1.34100000e+03,1.09640598e-01,8.77421248e-09
1.40100000e+03,1.13836288e-01,9.75073014e-09
1.31100000e+03,1.07017756e-01,9.96906689e-09
1.33700000e+03,1.08660698e-01,9.97575738e-09
1.34100000e+03,1.09348774e-01,9.77890942e-09
1.34600000e+03,1.09107018e-01,9.51487843e-09
1.33300000e+03,1.09348536e-01,9.47215212e-09
1.33100000e+03,1.08233690e-01,9.75669250e-09
1.33200000e+03,1.08269930e-01,9.99984219e-09
1.34400000e+03,1.08835936e-01,9.89306499e-09
1.33800000e+03,1.08529806e-01,9.90174897e-09
1.36200000e+03,1.10196590e-01,9.98127933e-09
1.40100000e+03,1.13845348e-01,9.08292096e-09
1.36700000e+03,1.11230135e-01,9.87919716e-09
1.39900000e+03,1.13928795e-01,9.68736939e-09
1.34300000e+03,1.08914375e-01,9.99017642e-09
1.33200000e+03,1.08439207e-01,8.74424917e-09
1.31900000e+03,1.07357979e-01,9.84150459e-09
1.32300000e+03,1.06988192e-01,9.82673439e-09
1.30000000e+03,1.05211735e-01,9.88325496e-09
1.33400000e+03,1.07915878e-01,9.60212927e-09
1.37200000e+03,1.11209154e-01,9.99589846e-09
1.29800000e+03,1.05474472e-01,9.78825033e-09
1.38800000e+03,1.12439156e-01,9.59928502e-09
1.33500000e+03,1.08453512e-01,9.89256851e-09
1.34100000e+03,1.08538151e-01,9.30413767e-09
1.34800000e+03,1.09646082e-01,9.74355887e-09
1.33600000e+03,1.08359575e-01,9.86166465e-09
1.31600000e+03,1.06685400e-01,9.96792868e-09
