Dimension,K(A),Niters,ExcTime,GNorm
1.0000e+03,5.0000e+00,,,
1.0000e+03,1.0000e+01,,,
1.0000e+03,1.5000e+01,,,
5.0000e+03,5.0000e+00,,,
5.0000e+03,1.0000e+01,,,
5.0000e+03,1.5000e+01,,,
1.0000e+04,5.0000e+00,,,
1.0000e+04,1.0000e+01,,,
1.0000e+04,1.5000e+01,,,
