Dimension,K(A),Niters,ExcTime,GNorm
1.0000e+03,5.0000e+00,1.3193e+02,1.4889e-02,9.1066e-09
1.0000e+03,1.0000e+01,1.5194e+03,1.6799e-01,9.9281e-09
1.0000e+03,1.5000e+01,1.0000e+04,1.0537e+00,8.2002e-05
5.0000e+03,5.0000e+00,1.3803e+02,3.7359e-01,9.4837e-09
5.0000e+03,1.0000e+01,1.6585e+03,4.4210e+00,9.9233e-09
5.0000e+03,1.5000e+01,1.0000e+04,2.6890e+01,6.4170e-04
1.0000e+04,5.0000e+00,1.4033e+02,1.5991e+00,9.3588e-09
1.0000e+04,1.0000e+01,1.6930e+03,1.8337e+01,9.9314e-09
1.0000e+04,1.5000e+01,1.0000e+04,1.1036e+02,1.0323e-03
