Niters std,ExcTime std,GNorm std
8.0623e-01,8.1068e-05,8.7982e-10
2.5865e+00,2.2148e-04,3.3203e-10
7.0965e+00,6.8665e-04,4.3696e-10
2.3847e+01,3.0513e-03,4.9885e-10
4.0000e-01,1.2783e-04,3.8987e-10
1.2042e+00,3.9779e-04,2.1742e-10
4.5266e+00,2.1366e-03,5.9559e-11
1.2540e+01,4.6665e-03,1.9043e-11
0.0000e+00,3.6386e-02,8.6278e-11
4.5826e-01,9.1117e-02,1.8681e-10
9.4340e-01,3.7464e-01,7.1421e-11
2.8705e+00,4.4114e+00,1.4584e-11
