Niters std,ExcTime std,GNorm std
8.0000e-01,8.0326e-05,1.3447e-09
1.4697e+00,5.2911e-05,1.6618e-09
5.9632e+00,2.1616e-04,1.8167e-09
1.3217e+01,9.4703e-04,1.6969e-09
4.8990e-01,3.5935e-04,5.1763e-10
1.4000e+00,2.7531e-04,4.7257e-10
6.0737e+00,6.1371e-04,4.2193e-10
2.3647e+01,3.1390e-03,4.1882e-10
0.0000e+00,2.3231e-02,1.2803e-10
3.0000e-01,4.9023e-01,1.4091e-10
1.1136e+00,1.6747e+00,1.1587e-10
4.6861e+00,6.3202e+00,1.0292e-10
