Niters std,ExcTime std,GNorm std
0.0000e+00,4.1906e-03,6.5329e-01
0.0000e+00,3.0143e-03,4.4924e+00
0.0000e+00,1.9634e-03,4.6326e+01
0.0000e+00,4.2821e-03,5.4727e+02
0.0000e+00,1.8151e-02,5.5566e-01
0.0000e+00,2.9672e-03,4.9053e+00
0.0000e+00,4.6507e-03,4.7481e+01
0.0000e+00,2.6700e-03,4.0400e+02
0.0000e+00,6.3618e+00,3.8304e-01
0.0000e+00,7.9008e+00,4.9361e+00
0.0000e+00,8.6646e+00,5.8636e+01
0.0000e+00,4.2264e+00,5.6255e+02
