Niters std,ExcTime std,GNorm std
4.0521e+01,1.6496e-03,5.9565e-11
4.7530e+02,1.5201e-02,6.1993e-12
0.0000e+00,2.0318e-03,1.8521e-02
0.0000e+00,1.3926e-03,2.8368e-01
1.2998e+01,1.3426e-03,4.3753e-11
1.5153e+02,1.2191e-02,5.3068e-12
0.0000e+00,7.7072e-03,2.1085e-02
0.0000e+00,5.7867e-03,3.0644e-01
2.7495e+00,4.7518e-01,3.9097e-11
3.0937e+01,6.0002e+00,4.4726e-12
0.0000e+00,5.0971e+00,2.0434e-02
0.0000e+00,3.6615e+00,2.8899e-01
