Niters std,ExcTime std,GNorm std
2.5898e+01,2.2049e-03,7.1762e-11
3.2358e+02,2.2212e-02,9.1894e-12
0.0000e+00,9.2188e-04,6.6106e-03
0.0000e+00,5.4410e-03,1.7074e-01
8.4504e+00,9.6195e-04,8.1003e-11
9.9997e+01,1.1343e-02,1.0233e-11
0.0000e+00,3.2164e-03,7.8987e-03
0.0000e+00,3.3521e-03,2.3065e-01
1.9000e+00,1.1023e+00,9.1134e-11
2.0905e+01,2.6237e+00,7.9289e-12
0.0000e+00,8.1921e+00,7.6133e-03
0.0000e+00,7.6885e+00,1.6486e-01
