Niters std,ExcTime std,GNorm std
5.7770e+00,4.8197e-04,1.6769e-09
9.0939e+00,7.1802e-04,1.1715e-09
1.2548e+01,1.9266e-03,2.1583e-09
1.4773e+01,2.1151e-03,1.4794e-09
4.3309e+00,1.5107e-03,5.7746e-10
2.2151e+01,2.3226e-03,6.5741e-10
3.3550e+01,3.5717e-03,5.9321e-10
5.1854e+01,6.1730e-03,6.3382e-10
4.8189e-01,4.8420e-04,5.6624e-10
1.1335e+01,1.9500e-02,2.5233e-10
7.6337e+01,5.4885e-02,1.7473e-10
1.1569e+02,8.4939e-02,1.4462e-10
