Dimension,K(A),Niters,ExcTime,GNorm
1.0000e+02,1.0000e+02,1.0000e+04,7.5186e-01,8.3861e+01
1.0000e+02,1.0000e+03,1.0000e+04,7.4779e-01,8.2920e+02
1.0000e+02,1.0000e+04,1.0000e+04,7.6314e-01,8.2916e+03
1.0000e+02,1.0000e+05,1.0000e+04,7.5259e-01,8.2916e+04
1.0000e+03,1.0000e+02,1.0000e+04,1.0897e+00,2.8393e+02
1.0000e+03,1.0000e+03,1.0000e+04,1.0948e+00,2.7981e+03
1.0000e+03,1.0000e+04,1.0000e+04,1.0934e+00,2.7961e+04
1.0000e+03,1.0000e+05,1.0000e+04,1.0771e+00,2.7959e+05
1.0000e+04,1.0000e+02,1.0000e+04,7.3647e+00,9.0158e+02
1.0000e+04,1.0000e+03,1.0000e+04,7.3143e+00,8.8953e+03
1.0000e+04,1.0000e+04,1.0000e+04,7.3316e+00,8.8905e+04
1.0000e+04,1.0000e+05,1.0000e+04,7.2719e+00,8.8901e+05
