Dimension,K(A),Niters,ExcTime,GNorm
1.0000e+02,1.0000e+02,1.0000e+04,7.3448e-01,2.1112e+01
1.0000e+02,1.0000e+03,1.0000e+04,7.3921e-01,1.7863e+02
1.0000e+02,1.0000e+04,1.0000e+04,7.5497e-01,1.4913e+03
1.0000e+02,1.0000e+05,1.0000e+04,7.3798e-01,1.3006e+04
1.0000e+03,1.0000e+02,1.0000e+04,1.0882e+00,7.0963e+01
1.0000e+03,1.0000e+03,1.0000e+04,1.0866e+00,5.8446e+02
1.0000e+03,1.0000e+04,1.0000e+04,1.0935e+00,4.7779e+03
1.0000e+03,1.0000e+05,1.0000e+04,1.0893e+00,4.1549e+04
1.0000e+04,1.0000e+02,1.0000e+04,7.2350e+00,2.2493e+02
1.0000e+04,1.0000e+03,1.0000e+04,7.2468e+00,1.8695e+03
1.0000e+04,1.0000e+04,1.0000e+04,7.2755e+00,1.5312e+04
1.0000e+04,1.0000e+05,1.0000e+04,7.3010e+00,1.3247e+05
