Niters,ExcTime,GNorm
1.31000000e+02,2.47700691e-01,8.85581472e-09
1.32000000e+02,1.59735680e-02,8.68077733e-09
1.32000000e+02,1.59308910e-02,9.30913476e-09
1.32000000e+02,1.65979862e-02,9.37833006e-09
1.33000000e+02,1.65555477e-02,8.54085541e-09
1.32000000e+02,1.63369179e-02,9.21707647e-09
1.32000000e+02,1.64051056e-02,9.44965593e-09
1.32000000e+02,1.66802406e-02,8.67723059e-09
1.32000000e+02,1.93438530e-02,9.47958150e-09
1.32000000e+02,1.93362236e-02,8.99373375e-09
1.32000000e+02,1.55260563e-02,8.91766770e-09
1.32000000e+02,1.58154964e-02,9.36776907e-09
1.32000000e+02,1.88720226e-02,8.87758492e-09
1.32000000e+02,1.86200142e-02,9.69034587e-09
1.32000000e+02,1.71651840e-02,9.72955616e-09
1.32000000e+02,1.72631741e-02,9.38408258e-09
1.32000000e+02,1.71635151e-02,9.20041992e-09
1.32000000e+02,1.71539783e-02,9.64949120e-09
1.32000000e+02,1.69186592e-02,8.79699996e-09
1.33000000e+02,1.80480480e-02,8.57077408e-09
1.32000000e+02,1.92954540e-02,8.64978401e-09
1.32000000e+02,1.77145004e-02,9.76878921e-09
1.32000000e+02,1.98895931e-02,9.56174447e-09
1.32000000e+02,2.02121735e-02,9.23345603e-09
1.32000000e+02,1.97365284e-02,9.14816226e-09
1.32000000e+02,1.92890167e-02,8.94438187e-09
1.32000000e+02,1.96909904e-02,8.41967031e-09
1.32000000e+02,1.99577808e-02,9.14703302e-09
1.31000000e+02,1.78766251e-02,9.85720990e-09
1.32000000e+02,1.83582306e-02,8.54270688e-09
