Niters,ExcTime,GNorm
1.00000000e+04,1.06575155e+00,6.29183605e-05
1.00000000e+04,1.05092144e+00,6.77751093e-05
1.00000000e+04,1.05223203e+00,8.80321331e-05
1.00000000e+04,1.05639553e+00,8.77680646e-05
1.00000000e+04,1.05195022e+00,9.21303376e-05
1.00000000e+04,1.05714297e+00,8.52333831e-05
1.00000000e+04,1.05762625e+00,8.87150577e-05
1.00000000e+04,1.04928946e+00,7.71859160e-05
1.00000000e+04,1.05000925e+00,8.55936525e-05
1.00000000e+04,1.05619454e+00,7.75400270e-05
1.00000000e+04,1.04861283e+00,7.61882571e-05
1.00000000e+04,1.04956174e+00,8.45082415e-05
1.00000000e+04,1.05526137e+00,7.37629170e-05
1.00000000e+04,1.05201912e+00,8.92698991e-05
1.00000000e+04,1.05341363e+00,9.61534356e-05
1.00000000e+04,1.05547953e+00,8.28075504e-05
1.00000000e+04,1.05306292e+00,8.57241582e-05
1.00000000e+04,1.05225754e+00,8.49084112e-05
1.00000000e+04,1.05698347e+00,7.53926894e-05
1.00000000e+04,1.05201125e+00,9.92393997e-05
1.00000000e+04,1.05252004e+00,7.19048391e-05
1.00000000e+04,1.05678582e+00,8.06870907e-05
1.00000000e+04,1.05088091e+00,8.48749542e-05
1.00000000e+04,1.05202007e+00,8.49642868e-05
1.00000000e+04,1.05817604e+00,8.69037381e-05
1.00000000e+04,1.05184031e+00,8.52830152e-05
1.00000000e+04,1.05170226e+00,8.14509531e-05
1.00000000e+04,1.05512762e+00,8.00725099e-05
1.00000000e+04,1.05249596e+00,6.87927421e-05
1.00000000e+04,1.05427623e+00,7.42900360e-05
