Niters,ExcTime,GNorm
4.44000000e+02,1.45704746e-02,8.23409222e-09
4.40000000e+02,1.44679546e-02,8.73720897e-09
4.46000000e+02,1.46703720e-02,9.77024300e-09
4.31000000e+02,1.41913891e-02,9.67619283e-09
4.38000000e+02,1.44064426e-02,9.65768321e-09
4.45000000e+02,1.47304535e-02,9.54870361e-09
4.36000000e+02,1.43060684e-02,9.12036152e-09
4.40000000e+02,1.44376755e-02,9.54794591e-09
4.39000000e+02,1.43697262e-02,8.95249532e-09
4.39000000e+02,1.43783092e-02,8.09091148e-09
4.41000000e+02,1.44777298e-02,8.67598076e-09
4.42000000e+02,1.45847797e-02,8.36525574e-09
4.30000000e+02,1.40736103e-02,9.44684702e-09
4.40000000e+02,1.45797729e-02,9.90624252e-09
4.44000000e+02,1.46079063e-02,9.40443985e-09
4.36000000e+02,1.45087242e-02,9.99605148e-09
4.39000000e+02,1.44600868e-02,9.83125295e-09
4.41000000e+02,1.52420998e-02,9.95420502e-09
4.34000000e+02,1.43287182e-02,9.51602556e-09
4.41000000e+02,1.45647526e-02,9.80448881e-09
4.41000000e+02,1.44705772e-02,8.35743204e-09
4.43000000e+02,1.45983696e-02,9.54901704e-09
4.43000000e+02,1.45850182e-02,9.02388111e-09
4.37000000e+02,1.44479275e-02,9.94813173e-09
4.37000000e+02,1.43015385e-02,9.31354104e-09
4.40000000e+02,1.44574642e-02,9.84349643e-09
4.42000000e+02,1.44569874e-02,9.33026406e-09
4.38000000e+02,1.44441128e-02,8.60136367e-09
4.37000000e+02,1.43623352e-02,9.65596575e-09
4.37000000e+02,1.43733025e-02,8.76190064e-09
