Niters,ExcTime,GNorm
1.41000000e+02,1.52997971e-02,9.60244857e-09
1.41000000e+02,1.54900551e-02,8.77574823e-09
1.42000000e+02,1.54559612e-02,8.16320223e-09
1.40000000e+02,1.51133537e-02,8.07487890e-09
1.41000000e+02,1.52769089e-02,8.79278409e-09
1.42000000e+02,1.55408382e-02,8.48530397e-09
1.40000000e+02,1.50048733e-02,9.75977487e-09
1.41000000e+02,1.52790546e-02,8.99473962e-09
1.40000000e+02,1.53138638e-02,9.61489970e-09
1.41000000e+02,1.54564381e-02,8.34591231e-09
1.41000000e+02,1.51889324e-02,9.04992000e-09
1.41000000e+02,1.52475834e-02,9.72355613e-09
1.39000000e+02,1.50465965e-02,9.29668499e-09
1.41000000e+02,1.51538849e-02,8.29999108e-09
1.41000000e+02,1.52764320e-02,9.47994959e-09
1.40000000e+02,1.52261257e-02,8.59280323e-09
1.41000000e+02,1.52716637e-02,8.48177766e-09
1.41000000e+02,1.52981281e-02,8.35815886e-09
1.39000000e+02,1.51669979e-02,9.92198709e-09
1.41000000e+02,1.54125690e-02,8.98056419e-09
1.41000000e+02,1.53582096e-02,9.08594079e-09
1.42000000e+02,1.55541897e-02,8.35348136e-09
1.41000000e+02,1.53896809e-02,9.26718200e-09
1.41000000e+02,1.55038834e-02,8.59560012e-09
1.40000000e+02,1.52316093e-02,8.88955538e-09
1.41000000e+02,1.53222084e-02,9.00705403e-09
1.41000000e+02,1.52523518e-02,8.88625600e-09
1.41000000e+02,1.52430534e-02,8.57559646e-09
1.40000000e+02,1.51865482e-02,9.48784199e-09
1.40000000e+02,1.52320862e-02,8.96649879e-09
