Niters,ExcTime,GNorm
4.00000000e+01,1.18036509e-01,8.71512110e-09
3.90000000e+01,3.23033333e-03,6.49860456e-09
4.00000000e+01,3.28707695e-03,9.22433160e-09
4.00000000e+01,3.28254700e-03,7.29019366e-09
4.00000000e+01,3.32403183e-03,7.62173115e-09
3.90000000e+01,3.21650505e-03,7.77836484e-09
3.90000000e+01,3.18598747e-03,7.71397393e-09
4.10000000e+01,3.36599350e-03,6.94960916e-09
4.10000000e+01,3.37791443e-03,6.17018128e-09
4.00000000e+01,3.30948830e-03,5.90310390e-09
3.50000000e+01,2.91466713e-03,5.03773605e-09
4.00000000e+01,3.28898430e-03,7.76022622e-09
4.00000000e+01,3.28779221e-03,7.27075841e-09
4.00000000e+01,3.29756737e-03,5.79336141e-09
3.90000000e+01,3.14903259e-03,9.84246679e-09
3.90000000e+01,3.19623947e-03,8.63205642e-09
4.10000000e+01,3.35264206e-03,6.69593274e-09
3.80000000e+01,3.13496590e-03,7.83690265e-09
3.90000000e+01,3.16691399e-03,7.69340341e-09
3.90000000e+01,3.23700905e-03,8.43546841e-09
3.80000000e+01,3.10826302e-03,8.49451339e-09
4.00000000e+01,3.23987007e-03,8.26394214e-09
3.80000000e+01,3.12805176e-03,7.11484346e-09
3.90000000e+01,3.19337845e-03,9.12353128e-09
3.90000000e+01,3.20172310e-03,5.54442265e-09
4.00000000e+01,3.27658653e-03,7.15428931e-09
4.00000000e+01,3.28350067e-03,5.71359216e-09
4.00000000e+01,3.26609612e-03,4.98608829e-09
3.90000000e+01,3.13687325e-03,4.08622989e-09
4.00000000e+01,3.27324867e-03,7.59364889e-09
