Niters,ExcTime,GNorm
4.40000000e+02,4.77640629e-02,9.55214447e-09
4.35000000e+02,4.73968983e-02,9.84267476e-09
4.40000000e+02,4.81669903e-02,9.28147886e-09
4.31000000e+02,4.69470024e-02,9.60604536e-09
4.47000000e+02,4.88204956e-02,9.95692259e-09
4.40000000e+02,4.80468273e-02,9.75055882e-09
4.35000000e+02,4.80630398e-02,9.69585910e-09
4.36000000e+02,4.74224091e-02,9.96860995e-09
4.35000000e+02,4.72922325e-02,9.83658907e-09
4.39000000e+02,4.75893021e-02,9.57646778e-09
4.37000000e+02,4.77657318e-02,9.78574268e-09
4.41000000e+02,4.81629372e-02,9.62646199e-09
4.27000000e+02,4.63294983e-02,9.56409054e-09
4.38000000e+02,4.71298695e-02,9.64764336e-09
4.38000000e+02,4.80380058e-02,9.47354975e-09
4.35000000e+02,4.72817421e-02,9.73781839e-09
4.39000000e+02,4.72249985e-02,9.76425470e-09
4.38000000e+02,4.76591587e-02,9.73908206e-09
4.31000000e+02,4.71019745e-02,9.98130060e-09
4.35000000e+02,4.67760563e-02,9.85731659e-09
4.37000000e+02,4.78327274e-02,9.49796429e-09
4.45000000e+02,4.82213497e-02,9.85389785e-09
4.38000000e+02,4.75697517e-02,9.73706891e-09
4.36000000e+02,4.71251011e-02,9.60783889e-09
4.37000000e+02,4.74889278e-02,9.65671190e-09
4.37000000e+02,4.75993156e-02,9.81630779e-09
4.37000000e+02,4.78835106e-02,9.58161015e-09
4.59000000e+02,5.01468182e-02,9.95998548e-09
4.33000000e+02,4.77945805e-02,9.94314049e-09
4.34000000e+02,4.75273132e-02,9.56756339e-09
