Niters,ExcTime,GNorm
4.50000000e+01,2.43186951e-03,7.17057920e-09
4.50000000e+01,2.46071815e-03,6.95054832e-09
4.50000000e+01,2.45976448e-03,7.63204719e-09
4.50000000e+01,2.47168541e-03,6.05835025e-09
4.50000000e+01,2.46095657e-03,6.78986787e-09
4.50000000e+01,2.49195099e-03,7.25373944e-09
4.50000000e+01,2.46071815e-03,6.38549239e-09
4.50000000e+01,2.47287750e-03,7.12398513e-09
4.50000000e+01,2.45141983e-03,7.32280455e-09
4.50000000e+01,2.48622894e-03,7.35016649e-09
4.50000000e+01,2.45356560e-03,7.37940343e-09
4.50000000e+01,2.46071815e-03,7.66094661e-09
4.50000000e+01,2.20417976e-03,6.03042581e-09
4.50000000e+01,2.24113464e-03,6.95160644e-09
4.50000000e+01,2.22897530e-03,7.13515326e-09
4.50000000e+01,2.25210190e-03,6.57191552e-09
4.50000000e+01,2.23374367e-03,7.18196052e-09
4.50000000e+01,2.25949287e-03,6.92357180e-09
4.50000000e+01,2.24018097e-03,6.13634982e-09
4.50000000e+01,2.23541260e-03,6.90964326e-09
4.50000000e+01,2.22587585e-03,6.87532454e-09
4.50000000e+01,2.22945213e-03,7.72888058e-09
4.50000000e+01,2.26140022e-03,7.28872182e-09
4.50000000e+01,2.22086906e-03,7.36074223e-09
4.50000000e+01,2.26235390e-03,6.49787204e-09
4.50000000e+01,2.25901604e-03,6.75391416e-09
4.50000000e+01,2.21967697e-03,6.48254049e-09
4.50000000e+01,2.22730637e-03,7.12954993e-09
4.50000000e+01,2.23159790e-03,6.45092232e-09
4.50000000e+01,2.21681595e-03,6.94729369e-09
