Niters,ExcTime,GNorm
1.41000000e+02,1.56116486e-02,9.60244857e-09
1.41000000e+02,1.55251026e-02,8.77574823e-09
1.42000000e+02,1.56695843e-02,8.16320223e-09
1.40000000e+02,1.54163837e-02,8.07487890e-09
1.41000000e+02,1.54261589e-02,8.79278409e-09
1.42000000e+02,1.57401562e-02,8.48530397e-09
1.40000000e+02,1.53782368e-02,9.75977487e-09
1.41000000e+02,1.54771805e-02,8.99473962e-09
1.40000000e+02,1.54371262e-02,9.61489970e-09
1.41000000e+02,1.54502392e-02,8.34591231e-09
1.41000000e+02,1.56588554e-02,9.04992000e-09
1.41000000e+02,1.55608654e-02,9.72355613e-09
1.39000000e+02,1.52950287e-02,9.29668499e-09
1.41000000e+02,1.55060291e-02,8.29999108e-09
1.41000000e+02,1.55260563e-02,9.47994959e-09
1.40000000e+02,1.53481960e-02,8.59280323e-09
1.41000000e+02,1.55105591e-02,8.48177766e-09
1.41000000e+02,1.54657364e-02,8.35815886e-09
1.39000000e+02,1.53462887e-02,9.92198709e-09
1.41000000e+02,1.54886246e-02,8.98056419e-09
1.41000000e+02,1.54774189e-02,9.08594079e-09
1.42000000e+02,1.56474113e-02,8.35348136e-09
1.41000000e+02,1.55129433e-02,9.26718200e-09
1.41000000e+02,1.54473782e-02,8.59560012e-09
1.40000000e+02,1.53408051e-02,8.88955538e-09
1.41000000e+02,1.54523849e-02,9.00705403e-09
1.41000000e+02,1.54991150e-02,8.88625600e-09
1.41000000e+02,1.55692101e-02,8.57559646e-09
1.40000000e+02,1.54097080e-02,9.48784199e-09
1.40000000e+02,1.54223442e-02,8.96649879e-09
