Niters,ExcTime,GNorm
1.06300000e+03,1.28885114e+01,9.92873766e-09
8.85000000e+02,1.14209459e+01,9.48555296e-09
1.09600000e+03,1.36313610e+01,9.84002395e-09
8.48000000e+02,1.02466905e+01,9.79899258e-09
9.51000000e+02,1.17444022e+01,9.95561801e-09
1.01900000e+03,1.25291626e+01,9.84766787e-09
7.04000000e+02,8.94509506e+00,9.85156931e-09
1.12900000e+03,1.39626811e+01,9.73693546e-09
1.00800000e+03,1.23507819e+01,9.96923881e-09
1.07000000e+03,1.35748441e+01,9.96226139e-09
8.57000000e+02,1.04809961e+01,9.90644798e-09
9.80000000e+02,1.18781533e+01,9.94225960e-09
1.04600000e+03,1.32543569e+01,9.98787688e-09
1.02600000e+03,1.27006664e+01,9.45911058e-09
1.01500000e+03,1.24663939e+01,9.76262156e-09
9.46000000e+02,1.13591578e+01,9.81285108e-09
1.07200000e+03,1.33212886e+01,9.88341027e-09
8.62000000e+02,1.10309703e+01,9.45231014e-09
1.01700000e+03,1.26572404e+01,9.97737990e-09
1.03100000e+03,1.26853578e+01,9.94970515e-09
8.86000000e+02,1.09334152e+01,9.93045100e-09
1.12900000e+03,1.42388105e+01,9.99805653e-09
1.25300000e+03,1.61694055e+01,9.80793674e-09
1.10300000e+03,1.34731188e+01,9.72810255e-09
9.17000000e+02,1.15247808e+01,9.81514956e-09
1.07500000e+03,1.34208596e+01,9.99504436e-09
9.56000000e+02,1.17493429e+01,9.87528275e-09
9.84000000e+02,1.19944224e+01,9.74794604e-09
1.03400000e+03,1.25033865e+01,9.96899253e-09
1.24400000e+03,1.53178842e+01,9.89075080e-09
