Niters,ExcTime,GNorm
9.10000000e+01,1.14368200e+00,7.16787821e-09
9.00000000e+01,1.13778996e+00,8.89363412e-09
9.00000000e+01,1.16410947e+00,9.50878453e-09
9.00000000e+01,1.16429400e+00,9.72169281e-09
9.10000000e+01,1.14605927e+00,7.16684723e-09
9.10000000e+01,1.12492609e+00,7.31334815e-09
9.00000000e+01,1.16162109e+00,9.66584542e-09
9.10000000e+01,1.17688847e+00,7.36399725e-09
9.00000000e+01,1.14780331e+00,9.64325535e-09
9.10000000e+01,1.14645243e+00,7.25195130e-09
9.00000000e+01,1.14111757e+00,8.70183212e-09
9.10000000e+01,1.18196511e+00,7.38754276e-09
9.10000000e+01,1.11108875e+00,7.14703975e-09
9.00000000e+01,1.08182096e+00,9.45269072e-09
9.00000000e+01,1.16121316e+00,9.61702211e-09
9.00000000e+01,1.12572241e+00,9.51167263e-09
9.10000000e+01,1.18468356e+00,7.40617445e-09
9.00000000e+01,1.13705158e+00,9.98589607e-09
9.10000000e+01,1.11545730e+00,7.51999746e-09
9.10000000e+01,1.19053245e+00,7.19979509e-09
9.00000000e+01,1.11282325e+00,9.51256210e-09
9.10000000e+01,1.31642771e+00,7.14696966e-09
9.00000000e+01,1.14970541e+00,9.55808278e-09
9.00000000e+01,1.13142776e+00,9.30055723e-09
9.10000000e+01,1.17645311e+00,7.52376153e-09
9.10000000e+01,1.16831303e+00,7.31453104e-09
9.00000000e+01,1.16683459e+00,9.50611161e-09
9.00000000e+01,1.15357351e+00,9.50261682e-09
9.10000000e+01,1.15171170e+00,7.39803800e-09
9.10000000e+01,1.15012980e+00,7.59282406e-09
