Niters,ExcTime,GNorm
1.23000000e+02,1.04780197e-02,4.74624329e-09
8.90000000e+01,7.52687454e-03,6.93769945e-09
1.05000000e+02,8.82315636e-03,9.10810760e-09
9.80000000e+01,8.25119019e-03,5.16943786e-09
1.05000000e+02,8.79859924e-03,9.94734770e-09
1.10000000e+02,9.28235054e-03,9.89906103e-09
9.00000000e+01,7.59267807e-03,9.92034130e-09
1.01000000e+02,8.43048096e-03,4.90748817e-09
1.44000000e+02,1.21490955e-02,9.84077600e-09
8.10000000e+01,6.84332848e-03,8.88482518e-09
7.30000000e+01,6.13617897e-03,9.73877237e-09
1.09000000e+02,9.15575027e-03,9.80450201e-09
1.28000000e+02,1.07090473e-02,9.48974361e-09
1.03000000e+02,8.65697861e-03,2.89411740e-09
1.05000000e+02,8.75425339e-03,5.30531172e-09
1.13000000e+02,9.54890251e-03,9.83897751e-09
1.22000000e+02,1.01916790e-02,9.34668065e-09
7.90000000e+01,6.65926933e-03,9.69947048e-09
8.50000000e+01,7.13515282e-03,9.72962660e-09
1.01000000e+02,8.45313072e-03,6.65471166e-09
9.60000000e+01,8.07380676e-03,1.97368945e-09
1.03000000e+02,8.71777534e-03,6.71948462e-09
9.40000000e+01,7.89046288e-03,5.27157497e-09
9.60000000e+01,7.94243813e-03,9.66971028e-09
8.40000000e+01,7.02953339e-03,6.09261141e-09
9.40000000e+01,7.90953636e-03,8.78935124e-09
1.12000000e+02,9.37485695e-03,8.91014735e-09
1.13000000e+02,9.50574875e-03,4.28262530e-09
1.02000000e+02,8.60452652e-03,5.13448174e-09
1.16000000e+02,9.75298882e-03,7.17298256e-09
