Niters,ExcTime,GNorm
2.84000000e+02,3.88934302e+00,8.73180853e-09
2.82000000e+02,3.52283072e+00,8.58707181e-09
2.82000000e+02,3.39151669e+00,9.70949535e-09
2.78000000e+02,3.36443138e+00,9.87897331e-09
2.86000000e+02,3.44382167e+00,8.31915749e-09
2.84000000e+02,3.39533353e+00,9.67159070e-09
2.66000000e+02,3.25553989e+00,9.63724333e-09
2.90000000e+02,3.54428983e+00,8.66923949e-09
2.84000000e+02,3.38212729e+00,9.19679346e-09
2.84000000e+02,3.46081328e+00,9.84983314e-09
2.76000000e+02,3.44036031e+00,8.87257147e-09
2.86000000e+02,3.48426509e+00,8.91840313e-09
2.86000000e+02,3.44616771e+00,8.92952542e-09
2.84000000e+02,3.39385629e+00,8.79395004e-09
2.82000000e+02,3.47899818e+00,8.89290196e-09
2.80000000e+02,3.33887863e+00,9.84364965e-09
2.84000000e+02,3.65000129e+00,9.88248492e-09
2.80000000e+02,3.44526386e+00,9.47426953e-09
2.86000000e+02,3.36605549e+00,8.94488077e-09
2.82000000e+02,3.42947865e+00,9.71890275e-09
2.84000000e+02,3.54709482e+00,9.61729340e-09
2.84000000e+02,3.49648857e+00,8.61789744e-09
2.86000000e+02,3.41171932e+00,9.29816717e-09
2.84000000e+02,3.43645024e+00,9.58895067e-09
2.82000000e+02,3.41230845e+00,9.77936497e-09
2.84000000e+02,3.61988401e+00,9.65881687e-09
2.80000000e+02,3.42700386e+00,9.26206016e-09
2.80000000e+02,3.36926079e+00,9.70405250e-09
2.84000000e+02,3.48043966e+00,9.96187463e-09
2.88000000e+02,3.63885570e+00,9.30502637e-09
