Niters,ExcTime,GNorm
2.33000000e+02,3.25868130e-02,9.09383215e-09
2.13000000e+02,3.37243080e-02,8.78037996e-09
2.34000000e+02,2.45027542e-02,9.51922066e-09
1.93000000e+02,2.05361843e-02,9.61412099e-09
2.11000000e+02,2.20017433e-02,8.16383797e-09
2.43000000e+02,2.56447792e-02,9.55583623e-09
1.88000000e+02,2.00576782e-02,9.98959550e-09
2.26000000e+02,2.40530968e-02,9.62050118e-09
2.13000000e+02,2.25880146e-02,9.54578986e-09
1.83000000e+02,1.93729401e-02,9.08964616e-09
2.08000000e+02,2.20806599e-02,9.63116112e-09
2.14000000e+02,2.28617191e-02,9.79390083e-09
2.10000000e+02,2.23336220e-02,9.31452197e-09
2.25000000e+02,2.39117146e-02,8.46394706e-09
2.12000000e+02,2.24120617e-02,9.54415218e-09
1.87000000e+02,2.00836658e-02,9.39715941e-09
2.35000000e+02,2.51390934e-02,9.73309473e-09
2.03000000e+02,2.17142105e-02,9.09075100e-09
1.88000000e+02,2.00033188e-02,8.37280027e-09
2.43000000e+02,2.58584023e-02,9.61386314e-09
2.11000000e+02,2.22675800e-02,9.90964045e-09
2.30000000e+02,2.44634151e-02,9.93835969e-09
2.35000000e+02,2.49614716e-02,8.44433029e-09
2.20000000e+02,2.33759880e-02,9.74955175e-09
2.08000000e+02,2.22029686e-02,9.47587642e-09
2.17000000e+02,2.27916241e-02,9.33399463e-09
2.45000000e+02,2.60310173e-02,9.82168804e-09
2.07000000e+02,2.20761299e-02,9.84982593e-09
2.23000000e+02,2.36761570e-02,8.88422226e-09
1.76000000e+02,1.88348293e-02,9.41359474e-09
