Niters,ExcTime,GNorm
7.20000000e+01,2.35366821e-03,5.11086137e-09
6.20000000e+01,1.98054314e-03,4.88041491e-09
6.80000000e+01,2.41088867e-03,9.06620441e-09
6.50000000e+01,2.30765343e-03,8.00543159e-09
6.70000000e+01,2.37488747e-03,3.24463270e-09
6.60000000e+01,2.33340263e-03,4.67585405e-09
6.20000000e+01,2.19988823e-03,7.01879982e-09
7.10000000e+01,2.52437592e-03,3.02080989e-09
6.80000000e+01,2.40468979e-03,8.74345029e-09
5.70000000e+01,2.02226639e-03,7.12457907e-09
5.00000000e+01,1.78146362e-03,2.61144027e-09
6.40000000e+01,2.26831436e-03,4.35229087e-09
7.50000000e+01,2.65645981e-03,5.29509976e-09
5.50000000e+01,1.94311142e-03,8.70440260e-09
6.90000000e+01,2.43067741e-03,5.89597209e-09
7.00000000e+01,2.46596336e-03,2.52086777e-09
6.70000000e+01,2.35795975e-03,5.95816337e-09
5.60000000e+01,2.01535225e-03,9.65258767e-09
5.60000000e+01,1.97696686e-03,6.63673598e-09
6.50000000e+01,2.29072571e-03,4.00642866e-09
6.60000000e+01,2.33173370e-03,5.88547273e-09
7.00000000e+01,2.46500969e-03,7.74294640e-09
6.00000000e+01,2.11358070e-03,8.62751351e-09
6.40000000e+01,2.26950645e-03,9.53097182e-09
5.60000000e+01,1.98221207e-03,7.94618609e-09
6.40000000e+01,2.26736069e-03,3.57049427e-09
6.80000000e+01,2.40659714e-03,5.49081945e-09
6.20000000e+01,2.19750404e-03,6.56609775e-09
6.40000000e+01,2.26163864e-03,1.74583937e-09
6.90000000e+01,2.42757797e-03,8.93578214e-09
