Niters,ExcTime,GNorm
3.98000000e+02,1.55503750e-02,9.79884148e-09
2.94000000e+02,1.15180016e-02,7.27216729e-09
3.53000000e+02,1.40295029e-02,9.91413892e-09
2.54000000e+02,1.01690292e-02,7.87335126e-09
2.78000000e+02,1.10406876e-02,7.73852058e-09
3.38000000e+02,1.36020184e-02,9.54757190e-09
2.57000000e+02,1.03812218e-02,8.77595093e-09
3.06000000e+02,1.21912956e-02,7.04339463e-09
2.79000000e+02,1.11093521e-02,9.77467346e-09
2.42000000e+02,9.37724113e-03,8.36080807e-09
2.80000000e+02,9.90915298e-03,8.89261340e-09
3.19000000e+02,1.16016865e-02,7.73177091e-09
3.02000000e+02,1.09760761e-02,9.08512969e-09
3.18000000e+02,1.17435455e-02,9.78896381e-09
3.06000000e+02,1.08745098e-02,9.21835148e-09
2.37000000e+02,8.66889954e-03,7.86537837e-09
3.20000000e+02,1.14972591e-02,9.45697593e-09
2.92000000e+02,1.06148720e-02,9.92350066e-09
2.53000000e+02,9.40418243e-03,8.57891315e-09
3.66000000e+02,1.31988525e-02,6.71288885e-09
3.00000000e+02,1.08087063e-02,8.74681726e-09
3.08000000e+02,1.08971596e-02,6.17687022e-09
3.46000000e+02,1.24974251e-02,9.88693296e-09
3.09000000e+02,1.12421513e-02,6.36523046e-09
3.03000000e+02,1.08366013e-02,8.42929078e-09
3.28000000e+02,1.16975307e-02,8.21619050e-09
3.75000000e+02,1.33738518e-02,6.04568602e-09
2.80000000e+02,9.96184349e-03,8.67446206e-09
3.48000000e+02,1.26583576e-02,9.25453027e-09
2.34000000e+02,8.31007957e-03,8.93777530e-09
