Niters std,ExcTime std,GNorm std
7.0000e-01,3.4372e-02,1.0063e-09
5.1468e+00,4.2243e-04,1.3667e-09
1.9210e+01,1.7202e-03,1.0500e-09
4.5675e+01,3.5855e-03,5.6131e-10
0.0000e+00,4.1877e-05,3.9688e-10
7.0000e-01,1.0541e-04,5.8882e-10
4.1665e+00,1.4073e-03,2.0010e-10
7.5144e+01,7.7130e-03,7.8139e-11
0.0000e+00,8.8042e-05,2.7904e-10
0.0000e+00,1.1509e-04,1.9638e-10
5.3852e-01,5.1135e-04,1.6995e-10
2.6851e+00,2.3241e-03,6.6254e-11
