Niters std,ExcTime std,GNorm std
0.0000e+00,1.1904e-03,9.5515e-01
0.0000e+00,1.6037e-03,1.5866e+01
0.0000e+00,1.4658e-03,1.6386e+02
0.0000e+00,1.5352e-03,1.5751e+03
0.0000e+00,9.9271e-03,2.0240e+00
0.0000e+00,1.2687e-02,1.2703e+01
0.0000e+00,6.9865e-03,1.4123e+02
0.0000e+00,7.6581e-03,1.6106e+03
0.0000e+00,7.3457e-02,1.0407e+00
0.0000e+00,7.5707e-02,8.4773e+00
0.0000e+00,7.5565e-02,1.0100e+02
0.0000e+00,8.0227e-02,1.0719e+03
