,0
0,0.000000e+00
1,-1.214903e-05
2,2.116661e-09
3,-1.472158e-09
4,1.346973e-09
5,-1.824314e-09
6,2.168234e-09
7,-1.538488e-09
8,-3.703431e-11
9,-1.108709e-09
10,1.049691e-09
11,-1.350383e-09
12,-6.874545e-11
13,-1.985647e-09
14,2.731808e-09
15,5.860346e-10
16,-2.638923e-09
17,2.116640e-10
18,5.764330e-10
19,-7.870075e-10
20,-4.290835e-10
21,1.100293e-09
22,-1.557345e-10
23,2.839545e-09
24,-9.428353e-10
25,6.178821e-10
26,1.749927e-09
27,-1.019162e-09
28,9.716505e-10
29,1.661271e-09
30,3.682691e-10
31,-1.435111e-09
32,4.701199e-10
33,2.916814e-10
34,-5.436648e-10
35,2.461619e-09
36,1.968583e-09
37,-1.249409e-09
38,5.799778e-10
39,-1.383876e-09
40,-9.017916e-09
41,7.683996e-09
42,-2.645543e-09
43,8.028238e-10
44,-1.462100e-09
45,-2.983657e-09
46,3.874182e-09
47,-1.424470e-09
48,-2.572225e-10
49,4.704185e-10
50,-1.801128e-09
51,3.648257e-10
52,-4.235637e-09
53,1.414848e-10
54,3.119794e-09
55,-2.496540e-09
56,-1.568423e-10
57,-5.944834e-10
58,1.719125e-09
59,2.993589e-09
60,-1.587903e-09
61,4.746003e-09
62,-2.217404e-10
63,-2.812562e-09
64,1.857921e-09
65,3.538241e-09
66,-1.561790e-10
67,3.000836e-10
68,-4.994791e-12
69,1.275419e-09
70,6.748421e-10
71,3.424852e-09
72,-1.466563e-08
73,2.004984e-09
74,1.542102e-09
75,-1.868515e-09
76,1.326695e-10
77,2.141263e-09
78,-5.307320e-09
79,4.956836e-09
80,1.441975e-10
81,-2.052103e-09
82,-4.163056e-10
83,1.901430e-09
84,2.922098e-10
85,-1.552377e-09
86,3.950909e-09
87,0.000000e+00
88,-7.424546e-05
89,-1.018087e-09
90,1.535633e-09
91,-2.847617e-09
92,1.797541e-10
93,1.607520e-09
94,-6.913365e-10
95,-1.084014e-10
96,-2.303168e-10
97,3.467440e-10
98,8.505898e-10
99,-8.800666e-11
100,-1.691073e-09
101,1.120713e-09
102,1.222409e-09
103,-2.318559e-09
104,5.465219e-10
105,2.424202e-09
106,-1.128707e-09
107,1.067143e-09
108,-1.631723e-09
109,1.820832e-09
110,-3.255360e-09
111,1.656661e-09
112,1.626101e-09
113,-9.682541e-10
114,2.080329e-09
115,-4.539212e-12
116,-2.278034e-11
117,1.313273e-09
118,1.524455e-09
119,-2.315136e-10
120,-1.852128e-09
121,7.571789e-11
122,2.446326e-09
123,1.654698e-09
124,-2.163842e-09
125,-4.544793e-10
126,4.123180e-10
127,8.538308e-10
128,2.856449e-09
129,-9.703337e-10
130,1.981139e-09
131,3.803126e-09
132,-6.055908e-09
133,6.249863e-09
134,-9.959318e-10
135,2.677719e-09
136,7.365595e-10
137,2.339246e-09
138,-3.666943e-09
139,1.408325e-09
140,1.957970e-09
141,1.111109e-09
142,-6.713496e-10
143,-3.320133e-09
144,9.146920e-09
145,-1.985528e-09
146,3.911110e-09
147,-4.551565e-10
148,-3.661317e-09
149,5.543175e-09
150,-5.611495e-09
151,-1.285808e-09
152,-1.079147e-09
153,6.892221e-10
154,-3.254174e-09
155,5.982362e-09
156,6.108511e-10
157,-2.324013e-09
158,-1.274924e-09
159,1.465746e-09
160,-4.548220e-10
161,-5.177379e-11
162,-1.139854e-09
163,2.906974e-09
164,-1.101225e-09
165,6.537791e-10
166,-1.408813e-10
167,-4.043720e-09
168,-2.616839e-09
169,5.662202e-09
170,-6.744452e-10
171,-6.726900e-10
172,3.932149e-09
173,1.090361e-10
174,1.947198e-09
175,0.000000e+00
176,-1.105244e-04
177,-1.416851e-09
178,2.364895e-10
179,4.188038e-10
180,-2.941561e-10
181,-4.162325e-10
182,-2.129095e-10
183,5.771111e-10
184,-1.524322e-09
185,-2.323725e-10
186,-2.356049e-10
187,1.257342e-09
188,-1.926487e-09
189,9.218671e-10
190,1.539050e-09
191,-5.489640e-10
192,-3.363853e-09
193,3.766122e-09
194,-1.572891e-09
195,1.844847e-09
196,-1.214768e-09
197,-2.751034e-09
198,4.705847e-10
199,-1.176386e-09
200,1.637499e-09
201,1.799998e-09
202,-7.403720e-11
203,-2.471373e-09
204,-4.727746e-10
205,3.786737e-09
206,-4.339406e-09
207,1.773821e-09
208,-3.201137e-09
209,2.367196e-09
210,1.979977e-09
211,5.760518e-09
212,-1.756170e-09
213,-2.489694e-09
214,3.827632e-10
215,2.958659e-09
216,-5.850730e-09
217,-4.647602e-10
218,-7.287872e-10
219,-2.388565e-09
220,5.081339e-09
221,-2.636119e-09
222,-3.930119e-10
223,2.284248e-09
224,-2.687104e-09
225,2.148602e-09
226,-3.849254e-09
227,-7.471558e-09
228,1.761143e-09
229,7.277436e-10
230,-2.438493e-09
231,1.642859e-09
232,-9.040830e-10
233,-6.863888e-09
234,1.455925e-09
235,3.430114e-09
236,-6.024226e-09
237,3.343465e-09
238,3.617765e-09
239,1.955184e-09
240,-9.680601e-09
241,1.118485e-09
242,-7.185433e-09
243,-1.687824e-09
244,4.122658e-09
245,4.397921e-10
246,-2.386110e-09
247,-2.450913e-09
248,4.282285e-09
249,-3.756911e-09
250,9.114465e-10
251,1.087997e-09
252,-4.808934e-09
253,-3.460047e-09
254,3.098441e-09
255,2.864440e-10
256,-2.045663e-09
257,7.976702e-10
258,-7.946663e-10
259,-2.268468e-09
260,4.289426e-09
261,-8.967428e-10
262,9.984296e-10
263,0.000000e+00
264,-1.837758e-03
265,1.495871e-09
266,-1.306168e-09
267,2.638155e-09
268,-1.096246e-09
269,4.600286e-10
270,-2.627620e-09
271,9.949976e-10
272,-5.096542e-10
273,-8.280957e-10
274,-5.142943e-11
275,2.334481e-09
276,-1.292007e-10
277,4.143659e-11
278,2.132586e-09
279,-8.892683e-10
280,-1.348665e-09
281,-7.146421e-10
282,1.798643e-09
283,-1.185602e-09
284,-2.696315e-09
285,-1.439253e-10
286,3.177804e-09
287,-2.608206e-09
288,4.896851e-10
289,1.767689e-10
290,4.249169e-10
291,-1.165375e-10
292,1.755647e-09
293,-4.128611e-10
294,3.446599e-10
295,-7.217054e-10
296,-1.944691e-10
297,1.580202e-10
298,3.841506e-10
299,1.351894e-10
300,-3.254731e-09
301,5.317955e-09
302,-5.104061e-10
303,4.257967e-09
304,-2.262670e-09
305,2.757369e-09
306,-4.334337e-10
307,-3.323124e-10
308,4.144324e-09
309,7.123577e-10
310,3.726010e-09
311,-1.925012e-09
312,-3.339204e-10
313,6.108952e-10
314,2.417372e-09
315,-6.053079e-09
316,5.259563e-09
317,-3.140080e-09
318,8.385729e-10
319,1.057333e-09
320,-5.268856e-09
321,1.843190e-09
322,6.660154e-11
323,-4.790177e-10
324,3.775538e-09
325,-2.007225e-09
326,5.086136e-09
327,-9.806440e-10
328,3.993376e-09
329,-1.035951e-09
330,3.709957e-09
331,4.700967e-10
332,1.780323e-09
333,-1.724311e-09
334,1.180627e-09
335,-1.771142e-09
336,-1.587079e-10
337,4.220645e-09
338,-1.649552e-09
339,7.802499e-10
340,1.354116e-09
341,-5.889915e-09
342,7.895078e-10
343,1.659165e-08
344,-3.517663e-09
345,5.162303e-09
346,-1.253975e-09
347,1.538960e-09
348,8.059265e-09
349,0.000000e+00
350,3.154855e-05
351,8.329167e-10
352,-1.180978e-09
353,6.607081e-10
354,3.361228e-10
355,1.400142e-09
356,-2.403035e-09
357,7.222936e-10
358,6.492369e-10
359,2.178691e-10
360,-2.399916e-10
361,2.590421e-09
362,-2.080026e-09
363,-7.589006e-10
364,2.174957e-09
365,-4.491622e-09
366,1.867743e-09
367,2.178769e-09
368,-4.146990e-09
369,1.205243e-09
370,1.562016e-09
371,-1.794981e-09
372,-4.809636e-11
373,3.405593e-09
374,-3.942764e-09
375,-3.200346e-10
376,1.144763e-09
377,-4.321269e-10
378,-2.034334e-09
379,-1.016506e-09
380,7.695035e-10
381,-1.358556e-09
382,1.332277e-10
383,7.524710e-11
384,1.093761e-09
385,3.852516e-10
386,-1.171501e-09
387,2.019988e-09
388,-1.866463e-09
389,-4.855881e-09
390,2.619801e-09
391,-1.724412e-09
392,3.823963e-09
393,1.440338e-10
394,-3.270504e-09
395,-4.349062e-10
396,-4.596027e-10
397,6.983059e-10
398,1.902603e-09
399,-2.394120e-09
400,1.183561e-09
401,-5.600704e-10
402,-9.324893e-10
403,-2.856049e-09
404,2.640763e-09
405,-1.305042e-10
406,-7.640575e-10
407,1.235782e-09
408,8.965574e-10
409,-4.494754e-09
410,-2.091387e-09
411,-1.511438e-11
412,7.889589e-09
413,-3.178624e-09
414,2.584635e-09
415,-9.785196e-10
416,8.727423e-10
417,4.902603e-10
418,-3.064483e-09
419,1.365123e-10
420,-7.388883e-10
421,-5.099725e-10
422,-4.145461e-10
423,7.678317e-11
424,8.938960e-10
425,2.524857e-09
426,-2.715821e-09
427,1.055890e-10
428,2.082008e-09
429,-6.435809e-09
430,-5.563498e-11
431,9.409857e-10
432,-7.213563e-10
433,-2.316049e-10
434,5.385222e-09
435,1.653758e-09
436,-1.598397e-08
437,0.000000e+00
438,2.822033e-04
439,6.232667e-09
440,1.954285e-09
441,-2.747626e-09
442,1.237672e-09
443,5.031737e-10
444,-2.260755e-10
445,-1.371407e-09
446,1.828284e-09
447,-3.359206e-10
448,1.965662e-09
449,-5.328643e-09
450,2.730490e-09
451,-2.345587e-09
452,6.697845e-10
453,7.639600e-10
454,3.526238e-10
455,1.729980e-09
456,-5.238768e-10
457,9.320337e-10
458,-1.312907e-09
459,-6.571915e-10
460,-6.638521e-10
461,2.843663e-09
462,-1.188032e-09
463,-5.265430e-10
464,2.724507e-09
465,1.134132e-09
466,-2.749755e-09
467,-7.079926e-10
