Dimension,K(A),Niters,ExcTime,GNorm
1.0000e+02,1.0000e+02,1.0000e+04,3.5643e-01,3.9130e+01
1.0000e+02,1.0000e+03,1.0000e+04,3.4503e-01,3.1511e+02
1.0000e+02,1.0000e+04,1.0000e+04,3.5774e-01,2.7083e+03
1.0000e+02,1.0000e+05,1.0000e+04,3.4737e-01,2.4065e+04
1.0000e+03,1.0000e+02,1.0000e+04,5.8186e-01,1.2255e+02
1.0000e+03,1.0000e+03,1.0000e+04,5.8204e-01,1.0113e+03
1.0000e+03,1.0000e+04,1.0000e+04,5.8270e-01,8.8140e+03
1.0000e+03,1.0000e+05,1.0000e+04,5.9303e-01,7.8973e+04
1.0000e+04,1.0000e+02,1.0000e+04,1.2694e+02,3.8628e+02
1.0000e+04,1.0000e+03,1.0000e+04,1.2950e+02,3.1617e+03
1.0000e+04,1.0000e+04,1.0000e+04,1.2715e+02,2.7418e+04
1.0000e+04,1.0000e+05,1.0000e+04,1.2849e+02,2.4546e+05
