Niters,ExcTime,GNorm
1.24000000e+02,1.26067877e-01,8.52396790e-09
1.24000000e+02,1.26636267e-01,9.14550549e-09
1.23000000e+02,1.26001120e-01,9.91274848e-09
1.23000000e+02,1.24605417e-01,9.99435901e-09
1.24000000e+02,1.26805067e-01,9.67896354e-09
1.24000000e+02,1.26296282e-01,8.42434818e-09
1.24000000e+02,1.25447273e-01,8.26172541e-09
1.24000000e+02,1.25808716e-01,8.68034764e-09
1.23000000e+02,1.25884295e-01,9.43287930e-09
1.24000000e+02,1.27697706e-01,8.63214527e-09
1.24000000e+02,1.25570059e-01,8.24748514e-09
1.24000000e+02,1.26132011e-01,8.38267872e-09
1.24000000e+02,1.26139879e-01,9.99844547e-09
1.23000000e+02,1.25506639e-01,9.09828194e-09
1.23000000e+02,1.25925064e-01,9.41426372e-09
1.24000000e+02,1.26197338e-01,8.60284036e-09
1.24000000e+02,1.26793861e-01,8.73252424e-09
1.24000000e+02,1.25734568e-01,8.70938954e-09
1.23000000e+02,1.25157118e-01,9.64750306e-09
1.23000000e+02,1.25444889e-01,9.26278063e-09
1.24000000e+02,1.25955343e-01,9.55770814e-09
1.23000000e+02,1.26208544e-01,9.93893562e-09
1.24000000e+02,1.26161575e-01,8.67017745e-09
1.24000000e+02,1.26243830e-01,8.88146469e-09
1.23000000e+02,1.24938726e-01,9.65557359e-09
1.23000000e+02,1.25937462e-01,9.36241171e-09
1.24000000e+02,1.25474215e-01,9.93461594e-09
1.23000000e+02,1.24814510e-01,9.71769436e-09
1.24000000e+02,1.25952244e-01,8.58876770e-09
1.24000000e+02,1.25303268e-01,9.09409958e-09
