Niters,ExcTime,GNorm
9.40000000e+01,7.95412064e-03,9.66910167e-09
8.20000000e+01,6.52885437e-03,7.11147371e-09
7.90000000e+01,6.69741631e-03,6.98695541e-09
7.90000000e+01,6.34264946e-03,7.90388307e-09
7.60000000e+01,6.22653961e-03,9.86308200e-09
9.30000000e+01,7.46536255e-03,9.75264113e-09
8.40000000e+01,6.76202774e-03,6.63401571e-09
8.80000000e+01,7.13491440e-03,7.50202332e-09
8.50000000e+01,7.07697868e-03,9.66445611e-09
7.40000000e+01,6.00242615e-03,8.85802112e-09
7.10000000e+01,5.82504272e-03,7.64869078e-09
9.10000000e+01,7.35616684e-03,7.65803128e-09
9.60000000e+01,8.20088387e-03,6.90464284e-09
1.00000000e+02,8.07952881e-03,8.76119265e-09
8.80000000e+01,7.54618645e-03,9.73549534e-09
9.10000000e+01,7.37857819e-03,9.36223354e-09
9.00000000e+01,7.46345520e-03,5.69748436e-09
8.70000000e+01,7.02738762e-03,8.00970514e-09
8.90000000e+01,7.48515129e-03,8.08016388e-09
7.80000000e+01,6.21104240e-03,6.05150502e-09
6.90000000e+01,5.82718849e-03,7.98666940e-09
7.70000000e+01,6.22844696e-03,5.40760152e-09
8.40000000e+01,6.93035126e-03,7.41621520e-09
7.90000000e+01,6.40749931e-03,7.98577183e-09
9.10000000e+01,7.38263130e-03,9.81506761e-09
9.90000000e+01,7.99536705e-03,6.31728823e-09
8.30000000e+01,6.99877739e-03,7.53867636e-09
8.80000000e+01,7.12227821e-03,7.05063505e-09
7.40000000e+01,6.22105598e-03,7.20219377e-09
8.30000000e+01,6.80971146e-03,9.76941221e-09
