Niters,ExcTime,GNorm
1.76000000e+02,6.85024261e-03,7.67650871e-09
1.98000000e+02,7.70330429e-03,9.17276520e-09
2.07000000e+02,8.06307793e-03,9.59527608e-09
1.81000000e+02,7.32827187e-03,6.76558405e-09
2.20000000e+02,8.57734680e-03,9.19322164e-09
2.26000000e+02,8.80241394e-03,9.57441535e-09
2.47000000e+02,9.55033302e-03,7.12831517e-09
2.07000000e+02,8.07571411e-03,9.16033939e-09
2.05000000e+02,7.96556473e-03,9.61921960e-09
2.22000000e+02,8.60714912e-03,8.92224558e-09
2.30000000e+02,8.85200500e-03,9.10653654e-09
2.53000000e+02,1.02159977e-02,9.75927267e-09
1.64000000e+02,6.45875931e-03,7.88842107e-09
2.14000000e+02,8.34083557e-03,9.77969773e-09
2.41000000e+02,9.37294960e-03,8.86985824e-09
1.98000000e+02,7.71546364e-03,7.44848083e-09
2.31000000e+02,9.08350945e-03,8.45842067e-09
1.85000000e+02,7.21740723e-03,9.07614852e-09
1.79000000e+02,7.00712204e-03,8.96960266e-09
1.86000000e+02,7.33709335e-03,9.49371186e-09
2.27000000e+02,8.83841515e-03,9.75361193e-09
2.48000000e+02,9.62448120e-03,8.66000053e-09
2.23000000e+02,8.69107246e-03,9.95306508e-09
2.00000000e+02,7.82871246e-03,9.21312283e-09
2.21000000e+02,8.61716270e-03,9.64232532e-09
2.02000000e+02,7.95269012e-03,9.55254084e-09
2.12000000e+02,8.29863548e-03,8.27493501e-09
2.09000000e+02,8.14104080e-03,9.65566111e-09
1.78000000e+02,6.99543953e-03,9.65489312e-09
2.15000000e+02,8.35752487e-03,7.76717454e-09
