Niters,ExcTime,GNorm
1.09000000e+02,6.08229637e-03,8.91686890e-09
1.19000000e+02,6.14666939e-03,8.42103357e-09
1.13000000e+02,5.76090813e-03,8.52434488e-09
1.12000000e+02,5.78975677e-03,7.53634623e-09
1.20000000e+02,6.06465340e-03,8.99003038e-09
1.17000000e+02,5.88393211e-03,8.88774308e-09
1.18000000e+02,5.68675995e-03,8.21078328e-09
1.12000000e+02,5.32150269e-03,9.94897098e-09
1.18000000e+02,5.33938408e-03,7.62718461e-09
1.17000000e+02,5.24210930e-03,8.53043238e-09
1.20000000e+02,5.25760651e-03,7.98774420e-09
1.21000000e+02,5.25832176e-03,9.17359946e-09
1.02000000e+02,4.54783440e-03,9.64659461e-09
1.19000000e+02,5.22756577e-03,8.58429603e-09
1.19000000e+02,5.23781776e-03,8.62664495e-09
1.11000000e+02,4.81414795e-03,8.58273820e-09
1.18000000e+02,5.05733490e-03,8.90390726e-09
1.12000000e+02,4.79340553e-03,8.99387275e-09
1.08000000e+02,4.62388992e-03,8.58321236e-09
1.11000000e+02,4.78649139e-03,8.30891605e-09
1.19000000e+02,5.14650345e-03,8.89749351e-09
1.20000000e+02,5.19943237e-03,9.86911534e-09
1.18000000e+02,5.13386726e-03,8.53301945e-09
1.12000000e+02,4.87136841e-03,8.01952193e-09
1.17000000e+02,4.98771667e-03,8.67020488e-09
1.14000000e+02,4.58526611e-03,9.30180821e-09
1.17000000e+02,4.71758842e-03,9.61781512e-09
1.15000000e+02,4.59814072e-03,8.39487506e-09
1.10000000e+02,4.41718102e-03,8.59011779e-09
1.17000000e+02,4.70209122e-03,8.21898015e-09
