Niters,ExcTime,GNorm
1.27000000e+02,1.42028809e-01,9.83233144e-09
1.28000000e+02,1.40528679e-01,8.63328301e-09
1.27000000e+02,1.45696163e-01,9.58221668e-09
1.27000000e+02,1.34011030e-01,9.78717929e-09
1.28000000e+02,1.40735388e-01,9.03220041e-09
1.27000000e+02,1.03614807e-01,9.38514141e-09
1.27000000e+02,1.02451324e-01,9.70810552e-09
1.28000000e+02,1.39990330e-01,8.38501766e-09
1.27000000e+02,1.01755857e-01,9.07683823e-09
1.28000000e+02,1.02941036e-01,8.51400335e-09
1.27000000e+02,1.02268696e-01,9.08902166e-09
1.27000000e+02,1.01892948e-01,9.15906296e-09
1.28000000e+02,1.02401495e-01,9.20006786e-09
1.27000000e+02,1.02644682e-01,8.86901650e-09
1.27000000e+02,1.02079630e-01,9.52795629e-09
1.28000000e+02,1.02216482e-01,8.10449381e-09
1.28000000e+02,1.02351665e-01,8.73745025e-09
1.28000000e+02,1.02483034e-01,8.30746475e-09
1.27000000e+02,1.02569342e-01,8.95554630e-09
1.27000000e+02,1.38079405e-01,8.70607557e-09
1.28000000e+02,1.41268969e-01,9.07451514e-09
1.27000000e+02,1.02914095e-01,9.17349888e-09
1.28000000e+02,1.40067339e-01,8.56318835e-09
1.28000000e+02,1.02338552e-01,8.73449791e-09
1.27000000e+02,1.02075577e-01,9.34138220e-09
1.27000000e+02,1.02491856e-01,8.79412639e-09
1.28000000e+02,1.03132010e-01,9.18185845e-09
1.27000000e+02,1.02462292e-01,9.94885641e-09
1.27000000e+02,1.01809502e-01,9.96909138e-09
1.27000000e+02,1.01754189e-01,9.97197110e-09
