Niters std,ExcTime std,GNorm std
4.4721e-01,7.3558e-02,3.3494e-10
5.6577e+00,1.1352e-02,4.4439e-11
0.0000e+00,5.4152e-02,9.3568e-06
4.0000e-01,1.0108e-02,4.3773e-10
3.3541e+00,2.5312e-01,4.2092e-11
0.0000e+00,1.0476e+00,2.5197e-05
4.0000e-01,1.9977e-02,5.0577e-10
1.6279e+00,2.1588e+00,4.2562e-11
0.0000e+00,5.0568e+00,3.0255e-05
