Niters std,ExcTime std,GNorm std
5.7034e+00,2.0767e-04,2.2698e-09
9.5161e+00,3.2407e-04,1.9074e-09
8.8270e+00,5.1391e-04,2.9138e-09
7.7448e+00,1.7331e-04,3.0299e-09
8.4591e-01,2.9266e-04,8.2791e-10
1.9030e+01,7.2332e-04,9.9360e-10
4.0637e+01,1.5683e-03,1.1508e-09
4.5412e+01,2.2439e-03,9.0553e-10
9.9778e-01,6.0466e-02,1.6431e-09
4.2106e+00,1.1671e-01,4.7330e-10
6.8162e+01,8.1306e-01,3.1690e-10
1.3473e+02,1.7957e+00,3.6560e-10
