Niters std,ExcTime std,GNorm std
5.4797e+00,4.5763e-04,1.5481e-09
1.0236e+01,8.0443e-04,2.1207e-09
1.5176e+01,1.2809e-03,2.3793e-09
2.0534e+01,1.6304e-03,2.1858e-09
6.4031e-01,1.0187e-04,7.7431e-10
1.8381e+01,3.2196e-03,4.9036e-10
4.0106e+01,4.1920e-03,4.8186e-10
4.9342e+01,6.7320e-03,5.4057e-10
5.0000e-01,2.8191e-02,1.0986e-09
4.0792e+00,8.8202e-02,2.5082e-10
6.0821e+01,7.8214e-01,1.2825e-10
1.3542e+02,2.0072e+00,1.9801e-10
