Niters std,ExcTime std,GNorm std
2.4944e-01,7.5811e-04,4.3063e-10
5.1864e+00,8.8701e-03,4.8479e-11
0.0000e+00,3.4283e-03,8.1006e-06
1.7951e-01,1.4241e-02,3.5416e-10
3.7749e+00,1.6497e-01,3.8141e-11
0.0000e+00,1.5902e+00,3.5439e-05
4.7140e-01,4.6718e-02,5.7198e-10
2.0894e+00,6.6652e-01,4.1628e-11
0.0000e+00,5.6833e+00,3.2381e-05
