Niters std,ExcTime std,GNorm std
0.0000e+00,1.5468e-02,3.7537e-01
0.0000e+00,4.9835e-03,3.6161e+00
0.0000e+00,6.1220e-03,3.5980e+01
0.0000e+00,3.7630e-03,3.5961e+02
0.0000e+00,3.7285e-03,5.7526e-01
0.0000e+00,1.3827e-03,5.7507e+00
0.0000e+00,1.6200e-03,5.7497e+01
0.0000e+00,8.0579e-03,5.7495e+02
0.0000e+00,7.0777e+00,3.4482e-01
0.0000e+00,9.3417e+00,3.5081e+00
0.0000e+00,4.5783e+00,3.5113e+01
0.0000e+00,6.4642e+00,3.5115e+02
