,0
0,0.000000e+00
1,5.914920e-04
2,-2.917810e-10
3,6.402375e-10
4,-6.681833e-10
5,9.654586e-10
6,-1.369520e-10
7,-1.553502e-09
8,1.263862e-09
9,-8.146724e-10
10,9.349311e-10
11,-1.597264e-09
12,1.994718e-09
13,-2.112233e-09
14,1.130943e-09
15,1.556755e-10
16,-1.350757e-09
17,-5.938810e-10
18,2.671283e-10
19,1.896672e-09
20,-2.005934e-09
21,-7.502289e-10
22,1.109215e-09
23,-4.897693e-10
24,1.224098e-09
25,1.121862e-09
26,-4.833965e-10
27,-2.235806e-09
28,4.451542e-10
29,-1.519301e-09
30,1.289622e-10
31,8.069771e-10
32,1.457193e-10
33,-5.471278e-11
34,1.310640e-10
35,1.234837e-09
36,-5.898505e-10
37,-3.453709e-10
38,-6.261675e-10
39,-6.632520e-10
40,1.930274e-09
41,-9.420408e-10
42,5.381279e-10
43,-7.159853e-10
44,-1.141677e-10
45,3.164195e-09
46,-2.922950e-09
47,1.076981e-09
48,-3.379262e-10
49,2.062568e-11
50,-4.566156e-10
51,1.554552e-09
52,-1.254898e-09
53,4.005759e-10
54,-7.636457e-10
55,1.655519e-09
56,-5.748562e-10
57,-7.618430e-10
58,1.022889e-09
59,-3.194214e-10
60,-2.732371e-10
61,5.873375e-10
62,-7.632224e-10
63,5.371721e-10
64,-2.621185e-10
65,0.000000e+00
66,-1.159097e-03
67,2.103011e-10
68,-1.174347e-09
69,2.376201e-09
70,-9.214232e-10
71,7.802132e-10
72,-1.265781e-09
73,7.149258e-11
74,-4.419731e-10
75,7.090255e-10
76,3.145847e-10
77,-9.735211e-11
78,-2.082337e-10
79,-1.006607e-09
80,8.264051e-10
81,7.972818e-10
82,2.764547e-10
83,-6.879701e-10
84,-7.056263e-10
85,-4.382134e-10
86,3.333721e-10
87,4.756329e-10
88,7.533585e-10
89,-8.845754e-10
90,1.835837e-09
91,1.858906e-09
92,-2.215553e-09
93,9.351380e-10
94,7.441808e-10
95,-2.972503e-10
96,-7.562814e-10
97,2.812485e-10
98,1.134842e-09
99,-2.261404e-09
100,8.976377e-10
101,-3.984465e-10
102,1.107973e-09
103,4.431261e-10
104,1.005725e-10
105,-3.019038e-09
106,4.290247e-10
107,-1.427454e-09
108,2.762613e-09
109,-2.691958e-09
110,3.933707e-10
111,5.945908e-10
112,-1.253562e-09
113,-9.433241e-10
114,1.268705e-09
115,-1.439837e-09
116,6.615379e-10
117,1.526300e-10
118,-7.581299e-10
119,2.916150e-10
120,-1.167708e-09
121,5.651758e-10
122,-6.661609e-10
123,5.725859e-10
124,8.403148e-10
125,0.000000e+00
126,-6.988021e-04
127,-7.778299e-10
128,1.091568e-09
129,1.216495e-10
130,-4.253063e-10
131,9.233545e-10
132,-2.087629e-09
133,1.275309e-09
134,2.958500e-10
135,3.031849e-10
136,-6.118960e-10
137,5.759425e-11
138,-1.470688e-09
139,2.383590e-09
140,-2.943726e-09
141,3.873475e-09
142,-1.132208e-09
143,-2.140389e-09
144,1.291677e-09
145,7.840036e-11
146,1.464516e-09
147,-1.203867e-09
148,1.431983e-09
149,-7.950929e-10
150,-4.999846e-10
151,2.191835e-10
152,-1.310253e-10
153,1.223268e-09
154,-3.737627e-10
155,1.684389e-10
156,6.295846e-10
157,-2.197180e-09
158,1.933936e-09
159,1.394328e-09
160,-1.451163e-09
161,2.599589e-11
162,-1.008078e-09
163,2.470469e-10
164,-4.826866e-10
165,1.698147e-10
166,-2.922567e-10
167,1.137619e-10
168,-1.066906e-09
169,6.158661e-10
170,7.963920e-11
171,-1.571328e-09
172,8.147948e-10
173,-1.083598e-09
174,-1.771260e-10
175,-5.677891e-11
176,2.561505e-10
177,1.078863e-09
178,-5.127277e-10
179,2.060439e-09
180,-7.203454e-10
181,3.329891e-10
182,9.157392e-11
183,-1.793471e-09
184,6.364854e-10
185,-7.242942e-10
186,-6.901479e-10
187,4.428397e-09
188,0.000000e+00
189,-9.015109e-04
190,-7.821696e-10
191,-5.807523e-10
192,-1.258762e-10
193,-1.900128e-10
194,7.769858e-10
195,-4.396772e-10
196,2.179765e-10
197,5.683104e-10
198,-3.636625e-10
199,-5.550163e-10
200,2.319650e-09
201,-1.020267e-09
202,8.499629e-10
203,-1.061762e-09
204,5.478874e-10
205,1.281146e-09
206,-1.946357e-09
207,6.086593e-12
208,1.335442e-09
209,-1.768037e-09
210,1.983365e-09
211,-4.211780e-10
212,6.466812e-12
213,5.855359e-10
214,-1.433559e-09
215,2.104330e-09
216,-2.709999e-09
217,1.547799e-09
218,1.059396e-09
219,-1.339757e-09
220,-3.970916e-10
221,-5.547755e-10
222,2.105072e-10
223,1.658709e-09
224,-1.286308e-09
225,4.474124e-11
226,1.580736e-09
227,-1.755173e-10
228,-9.014238e-10
229,4.327492e-10
230,8.882726e-10
231,-8.266360e-10
232,5.890763e-10
233,-9.180089e-11
234,8.274180e-12
235,1.548117e-10
236,5.054923e-10
237,-2.752169e-09
238,4.559187e-10
239,3.717551e-10
240,-2.371312e-10
241,9.055390e-10
242,-1.169720e-10
243,-5.380348e-10
244,1.134392e-09
245,-8.228481e-10
246,1.507634e-09
247,-1.029475e-09
248,9.142740e-10
249,1.254859e-09
250,-1.818318e-09
251,2.589976e-10
252,3.340214e-10
253,-5.285647e-10
254,0.000000e+00
255,2.086373e-04
256,-8.539627e-11
257,-1.217134e-09
258,7.082686e-10
259,8.755818e-10
260,2.278975e-10
261,1.479395e-11
262,-1.178259e-09
263,7.753152e-10
264,-1.230872e-09
265,2.596827e-09
266,-2.913383e-10
267,-1.025278e-09
268,-1.258457e-09
269,6.324650e-10
270,-1.488015e-09
271,-1.141179e-11
272,1.095184e-09
273,1.910318e-10
274,-1.635802e-10
275,-1.732921e-09
276,-1.008033e-10
277,-1.789694e-10
278,-1.178387e-09
279,1.099751e-09
280,-8.527053e-10
281,2.139778e-09
282,-7.894779e-11
283,-1.239920e-10
284,4.310627e-10
285,-5.363165e-10
286,1.477510e-10
287,-9.539856e-10
288,-5.027275e-10
289,-8.393040e-11
290,-4.754953e-12
291,6.903199e-10
292,-3.552463e-10
293,5.440886e-10
294,-8.566092e-11
295,-7.072614e-10
296,-1.022041e-10
297,3.397588e-10
298,-4.875701e-10
299,2.890075e-10
300,-2.612322e-10
301,6.574983e-11
302,-1.093780e-09
303,1.511455e-09
304,1.365622e-10
305,-3.449266e-10
306,9.543822e-10
307,-1.373769e-09
308,-1.093031e-11
309,-2.143778e-09
310,5.355171e-09
311,0.000000e+00
312,-1.209420e-03
313,8.058991e-10
314,-1.167165e-09
315,1.463800e-09
316,-1.871417e-09
317,8.383933e-10
318,5.062992e-09
319,-7.552701e-10
320,-1.313356e-10
321,-4.464742e-10
322,-8.219936e-10
323,2.087316e-09
324,-1.122982e-09
325,-5.529497e-10
326,3.744505e-09
327,-2.400100e-09
328,-2.025674e-11
329,5.733409e-11
330,-4.038371e-10
331,8.694407e-10
332,3.020541e-09
333,-2.391846e-09
334,1.067742e-09
335,-1.356059e-09
336,1.788666e-09
337,1.327425e-10
338,-7.891460e-11
339,6.218310e-10
340,-4.547185e-10
341,-3.184639e-10
342,-4.445009e-10
343,-4.444271e-11
344,1.097616e-09
345,-1.868499e-09
346,-2.177967e-09
347,3.431364e-09
348,4.076652e-10
349,-4.855706e-10
350,4.132081e-10
351,-4.882313e-10
352,-6.933211e-10
353,6.463630e-09
354,-1.573977e-09
355,-1.565395e-09
356,-3.051588e-10
357,-2.427288e-10
358,1.359106e-10
359,-6.544649e-10
360,-2.985140e-11
361,-2.458072e-10
362,1.110336e-09
363,-1.934799e-10
364,2.327632e-10
365,2.496934e-10
366,5.102615e-11
367,4.218977e-10
368,-1.127682e-09
369,3.280885e-10
370,0.000000e+00
371,-3.760657e-04
372,-1.434048e-09
373,1.494563e-09
374,1.734614e-10
375,-1.139622e-09
376,6.881256e-10
377,-5.486985e-10
378,1.001802e-09
379,-2.221011e-09
380,5.657823e-10
381,9.292211e-11
382,-9.488230e-10
383,1.414631e-09
384,2.179112e-10
385,-6.486257e-10
386,-1.358339e-10
387,1.276355e-09
388,-5.926084e-10
389,5.449109e-10
390,2.634097e-10
391,-1.685471e-09
392,9.327915e-10
393,-1.114742e-09
394,1.067159e-09
395,-3.336531e-10
396,1.949485e-10
397,-1.482852e-09
398,8.810420e-10
