Niters std,ExcTime std,GNorm std
,,
,,
,,
,,
,,
,,
,,
,,
0.0000e+00,2.4331e-01,1.5759e+01
0.0000e+00,2.3845e-01,1.5262e+02
0.0000e+00,2.0365e-01,1.5218e+03
0.0000e+00,2.4931e-01,1.5214e+04
