Niters std,ExcTime std,GNorm std
5.1817e+00,2.6818e-04,2.0900e-09
7.1421e+00,2.5788e-04,1.8389e-09
7.0993e+00,2.5779e-04,1.9888e-09
6.9253e+00,2.5145e-04,1.8175e-09
3.5000e+00,2.4941e-04,6.6411e-10
2.0102e+01,8.5593e-04,1.0196e-09
2.4245e+01,1.2076e-03,7.5916e-10
2.6359e+01,1.2799e-03,7.8940e-10
4.8990e-01,1.6606e-02,5.1788e-10
1.1377e+01,6.2962e-03,1.5959e-10
8.5162e+01,4.4935e-02,2.8417e-10
1.0583e+02,5.5930e-02,2.6959e-10
