Niters std,ExcTime std,GNorm std
1.3566e+01,1.8841e-03,8.7101e-11
2.9746e+02,2.4252e-02,6.0061e-12
0.0000e+00,1.6990e-02,1.8080e-01
0.0000e+00,1.3602e-02,2.7037e+00
1.6971e+01,9.4988e-03,7.6876e-11
4.6369e+02,9.5060e-02,1.0871e-11
0.0000e+00,1.6819e-02,1.5765e-01
0.0000e+00,1.6178e-02,2.2879e+00
8.9577e+00,7.3006e-03,7.7363e-11
1.3726e+02,1.6810e-01,9.5830e-12
0.0000e+00,9.8006e-02,1.0078e-01
0.0000e+00,3.9886e-02,1.7036e+00
