Niters std,ExcTime std,GNorm std
8.5375e-01,7.8347e-05,8.1642e-10
2.4440e+00,4.7929e-04,6.1314e-10
7.8701e+00,1.2333e-03,3.8754e-10
2.3415e+01,3.7262e-03,4.3339e-10
4.8189e-01,1.1839e-04,5.3193e-10
1.1662e+00,2.6717e-04,1.6239e-10
4.3565e+00,1.6278e-03,5.9004e-11
1.4065e+01,2.5213e-03,2.4855e-11
0.0000e+00,1.0398e-01,1.8342e-10
4.8990e-01,6.4092e-02,1.8571e-10
1.3828e+00,3.6561e-01,6.1652e-11
4.6439e+00,2.8897e+00,1.6978e-11
